sku_id,sku_code,sku_name,category,sub_category,therapeutic_area,brand_generic_flag,formulary_status,unit_of_measure,standard_cost,shelf_life_days,storage_requirements,controlled_substance_flag,halal_certified,base_drug_name,minimum_order_quantity,abc_classification,item_status,last_updated,current_reorder_level,ideal_forecasted_reorder_level,reorder_quantity,lead_time
337,SKU00337,Ciprofloxacin 50mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,116.43,549,Room_Temp,False,True,Ciprofloxacin,141,C,Active,2025-09-15 05:13:36.506,148,,198,31
338,SKU00338,Amoxicillin 25mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,191.56,904,Room_Temp,False,True,Amoxicillin,56,B,Active,2025-09-15 05:13:36.506,59,,22,41
339,SKU00339,Amoxicillin 25mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,274.05,736,Room_Temp,False,True,Amoxicillin,41,A,Active,2025-09-15 05:13:36.506,43,,55,50
340,SKU00340,Ceftriaxone 10mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,169.3,1532,Room_Temp,False,True,Ceftriaxone,13,C,Active,2025-09-15 05:13:36.506,14,,36,65
341,SKU00341,Ceftriaxone 100mg Injection (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,269.36,1783,Room_Temp,False,True,Ceftriaxone,15,B,Active,2025-09-15 05:13:36.506,16,,57,28
342,SKU00342,Ceftriaxone 100mg Capsule (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,32.22,1290,Room_Temp,False,True,Ceftriaxone,108,C,Active,2025-09-15 05:13:36.506,113,,455,53
343,SKU00343,Amoxicillin 5mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,190.29,979,Room_Temp,False,True,Amoxicillin,82,B,Active,2025-09-15 05:13:36.506,155,,193,89
344,SKU00344,Ciprofloxacin 5mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,132.07,1319,Room_Temp,False,True,Ciprofloxacin,109,B,Active,2025-09-15 05:13:36.506,114,,45,90
345,SKU00345,Ceftriaxone 25mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,233.19,1018,Room_Temp,False,True,Ceftriaxone,107,B,Active,2025-09-15 05:13:36.506,112,,518,52
346,SKU00346,Ceftriaxone 100mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,166.79,1756,Room_Temp,False,True,Ceftriaxone,147,B,Active,2025-09-15 05:13:36.506,154,,75,71
347,SKU00347,Ceftriaxone 5mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,34.87,1509,Room_Temp,False,True,Ceftriaxone,27,C,Active,2025-09-15 05:13:36.506,28,,55,77
348,SKU00348,Ceftriaxone 5mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,50.62,1463,Room_Temp,False,True,Ceftriaxone,50,C,Active,2025-09-15 05:13:36.506,52,,49,10
349,SKU00349,Ceftriaxone 100mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,199.99,982,Room_Temp,False,True,Ceftriaxone,138,B,Active,2025-09-15 05:13:36.506,145,,32,44
350,SKU00350,Azithromycin 5mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,226.13,1116,Room_Temp,False,True,Azithromycin,17,B,Active,2025-09-15 05:13:36.506,18,,38,70
351,SKU00351,Azithromycin 5mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,31.92,1583,Room_Temp,False,True,Azithromycin,16,C,Active,2025-09-15 05:13:36.506,17,,29,85
352,SKU00352,Ciprofloxacin 10mg Tablet (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Non-Formulary,Pack,351.99,1092,Room_Temp,False,False,Ciprofloxacin,81,A,Active,2025-09-15 05:13:36.506,85,,249,52
353,SKU00353,Azithromycin 100mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,137.58,1212,Room_Temp,False,True,Azithromycin,86,B,Active,2025-09-15 05:13:36.506,90,,53,44
354,SKU00354,Azithromycin 10mg Tablet (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,303.8,497,Room_Temp,False,True,Azithromycin,30,B,Active,2025-09-15 05:13:36.506,138,,294,58
355,SKU00355,Amoxicillin 50mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,184.08,1194,Room_Temp,False,True,Amoxicillin,60,B,Active,2025-09-15 05:13:36.506,63,,64,27
356,SKU00356,Ceftriaxone 25mg Capsule (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,152.9,632,Room_Temp,False,False,Ceftriaxone,138,B,Active,2025-09-15 05:13:36.506,165,,191,51
357,SKU00357,Ceftriaxone 10mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,213.96,989,Room_Temp,False,True,Ceftriaxone,91,B,Active,2025-09-15 05:13:36.506,96,,69,13
358,SKU00358,Azithromycin 25mg Capsule (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,116.36,846,Room_Temp,False,True,Azithromycin,70,B,Discontinued,2025-09-15 05:13:36.506,148,,252,41
359,SKU00359,Ciprofloxacin 50mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,59.99,807,Room_Temp,False,True,Ciprofloxacin,143,C,Active,2025-09-15 05:13:36.506,150,,34,12
360,SKU00360,Ciprofloxacin 25mg Tablet (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,128.16,494,Room_Temp,False,True,Ciprofloxacin,70,B,Active,2025-09-15 05:13:36.506,136,,307,31
361,SKU00361,Ciprofloxacin 25mg Capsule (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,73.48,1124,Room_Temp,False,True,Ciprofloxacin,121,C,Active,2025-09-15 05:13:36.506,127,,352,29
362,SKU00362,Ciprofloxacin 50mg Tablet (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,802.11,1043,Room_Temp,False,True,Ciprofloxacin,147,A,Active,2025-09-15 05:13:36.506,154,,97,26
363,SKU00363,Ciprofloxacin 25mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,42.0,1720,Room_Temp,False,True,Ciprofloxacin,15,C,Active,2025-09-15 05:13:36.506,20,,21,68
364,SKU00364,Amoxicillin 5mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,144.05,545,Room_Temp,False,True,Amoxicillin,149,B,Active,2025-09-15 05:13:36.506,156,,40,54
365,SKU00365,Azithromycin 100mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,290.32,1141,Room_Temp,False,True,Azithromycin,67,B,Active,2025-09-15 05:13:36.506,140,,499,67
366,SKU00366,Ciprofloxacin 10mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,199.63,1772,Room_Temp,False,True,Ciprofloxacin,142,B,Active,2025-09-15 05:13:36.506,149,,54,79
367,SKU00367,Amoxicillin 25mg Injection (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,95.97,1099,Room_Temp,False,True,Amoxicillin,144,C,Active,2025-09-15 05:13:36.506,151,,42,38
368,SKU00368,Ceftriaxone 5mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,194.87,1517,Room_Temp,False,True,Ceftriaxone,132,A,Active,2025-09-15 05:13:36.506,162,,458,59
369,SKU00369,Ciprofloxacin 50mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,234.87,883,Room_Temp,False,True,Ciprofloxacin,127,A,Active,2025-09-15 05:13:36.506,133,,197,7
370,SKU00370,Ciprofloxacin 100mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Non-Formulary,Pack,193.06,979,Room_Temp,False,True,Ciprofloxacin,31,C,Discontinued,2025-09-15 05:13:36.506,111,,451,17
371,SKU00371,Azithromycin 100mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,288.5,832,Room_Temp,False,True,Azithromycin,39,B,Discontinued,2025-09-15 05:13:36.506,41,,52,55
372,SKU00372,Azithromycin 50mg Capsule (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,312.33,498,Room_Temp,False,True,Azithromycin,73,B,Active,2025-09-15 05:13:36.506,123,,437,89
373,SKU00373,Amoxicillin 25mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,184.3,583,Room_Temp,False,True,Amoxicillin,120,B,Phase Out,2025-09-15 05:13:36.506,126,,23,12
374,SKU00374,Ceftriaxone 10mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,121.73,1266,Room_Temp,False,True,Ceftriaxone,21,B,Active,2025-09-15 05:13:36.506,22,,33,20
375,SKU00375,Azithromycin 5mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,52.51,610,Room_Temp,False,True,Azithromycin,32,C,Active,2025-09-15 05:13:36.506,73,,367,52
376,SKU00376,Amoxicillin 100mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,310.6,1406,Room_Temp,False,True,Amoxicillin,137,B,Discontinued,2025-09-15 05:13:36.506,144,,112,33
377,SKU00377,Ciprofloxacin 10mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,146.01,1763,Room_Temp,False,True,Ciprofloxacin,71,B,Active,2025-09-15 05:13:36.506,75,,61,61
378,SKU00378,Ciprofloxacin 10mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Non-Formulary,Pack,259.11,1461,Room_Temp,False,True,Ciprofloxacin,91,B,Active,2025-09-15 05:13:36.506,96,,223,56
379,SKU00379,Ceftriaxone 25mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,234.83,724,Room_Temp,False,True,Ceftriaxone,109,B,Active,2025-09-15 05:13:36.506,114,,52,15
380,SKU00380,Amoxicillin 10mg Capsule (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,796.7,517,Room_Temp,False,True,Amoxicillin,145,A,Active,2025-09-15 05:13:36.506,152,,105,18
381,SKU00381,Azithromycin 10mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,186.97,471,Room_Temp,False,True,Azithromycin,81,B,Active,2025-09-15 05:13:36.506,85,,48,25
382,SKU00382,Azithromycin 100mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,79.01,1659,Room_Temp,False,False,Azithromycin,109,B,Discontinued,2025-09-15 05:13:36.506,114,,18,17
383,SKU00383,Ciprofloxacin 100mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,125.92,1485,Room_Temp,False,False,Ciprofloxacin,106,B,Active,2025-09-15 05:13:36.506,111,,63,24
384,SKU00384,Amoxicillin 5mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,76.55,1000,Room_Temp,False,True,Amoxicillin,25,B,Active,2025-09-15 05:13:36.506,146,,101,75
385,SKU00385,Azithromycin 50mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,36.27,868,Room_Temp,False,True,Azithromycin,121,C,Active,2025-09-15 05:13:36.506,127,,36,42
386,SKU00386,Amoxicillin 5mg Syrup (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,637.37,1762,Room_Temp,False,True,Amoxicillin,17,A,Active,2025-09-15 05:13:36.506,59,,91,23
387,SKU00387,Ciprofloxacin 10mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,12.79,1528,Room_Temp,False,True,Ciprofloxacin,92,C,Active,2025-09-15 05:13:36.506,131,,246,51
388,SKU00388,Ciprofloxacin 100mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,280.7,1164,Room_Temp,False,True,Ciprofloxacin,150,B,Active,2025-09-15 05:13:36.506,158,,442,82
389,SKU00389,Ciprofloxacin 10mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,201.65,879,Room_Temp,False,True,Ciprofloxacin,31,B,Active,2025-09-15 05:13:36.506,99,,146,23
390,SKU00390,Azithromycin 25mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,229.56,971,Room_Temp,False,True,Azithromycin,94,B,Active,2025-09-15 05:13:36.506,99,,255,43
391,SKU00391,Ceftriaxone 25mg Capsule (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,265.4,1007,Room_Temp,False,True,Ceftriaxone,52,B,Phase Out,2025-09-15 05:13:36.506,131,,124,33
392,SKU00392,Azithromycin 5mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,246.99,1255,Room_Temp,False,True,Azithromycin,96,B,Discontinued,2025-09-15 05:13:36.506,101,,18,19
393,SKU00393,Amoxicillin 25mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,20.09,1347,Room_Temp,False,False,Amoxicillin,138,C,Active,2025-09-15 05:13:36.506,145,,312,65
394,SKU00394,Ceftriaxone 10mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,148.54,664,Room_Temp,False,True,Ceftriaxone,101,B,Active,2025-09-15 05:13:36.506,118,,496,14
395,SKU00395,Amoxicillin 50mg Capsule (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,29.93,657,Room_Temp,False,True,Amoxicillin,44,C,Active,2025-09-15 05:13:36.506,98,,496,68
396,SKU00396,Amoxicillin 50mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,110.62,1314,Room_Temp,False,True,Amoxicillin,108,B,Active,2025-09-15 05:13:36.506,113,,67,83
397,SKU00397,Ciprofloxacin 25mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,29.14,404,Room_Temp,False,True,Ciprofloxacin,123,C,Active,2025-09-15 05:13:36.506,129,,21,76
398,SKU00398,Ciprofloxacin 50mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,236.21,1376,Room_Temp,False,True,Ciprofloxacin,77,B,Active,2025-09-15 05:13:36.506,81,,16,61
399,SKU00399,Amoxicillin 50mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Non-Formulary,Pack,140.26,770,Room_Temp,False,True,Amoxicillin,87,C,Active,2025-09-15 05:13:36.506,91,,62,72
400,SKU00400,Ceftriaxone 100mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,160.56,1299,Room_Temp,False,True,Ceftriaxone,105,B,Active,2025-09-15 05:13:36.506,110,,36,22
401,SKU00401,Amoxicillin 5mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,202.12,1193,Room_Temp,False,True,Amoxicillin,97,B,Active,2025-09-15 05:13:36.506,102,,51,41
402,SKU00402,Ciprofloxacin 50mg Capsule (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,71.59,1792,Room_Temp,False,True,Ciprofloxacin,44,C,Active,2025-09-15 05:13:36.506,101,,152,7
403,SKU00403,Amoxicillin 10mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,41.82,1250,Room_Temp,False,True,Amoxicillin,107,C,Active,2025-09-15 05:13:36.506,112,,21,29
404,SKU00404,Ciprofloxacin 10mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,189.97,1358,Room_Temp,False,True,Ciprofloxacin,85,B,Active,2025-09-15 05:13:36.506,89,,53,29
405,SKU00405,Ceftriaxone 25mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,198.1,865,Room_Temp,False,True,Ceftriaxone,119,C,Active,2025-09-15 05:13:36.506,125,,21,36
768,SKU00768,Warfarin 5mg Tablet (Generic),Pharmacy,Others,Others,Generic,Formulary,Pack,125.36,736,Room_Temp,False,True,Warfarin,98,C,Active,2025-09-15 05:13:36.506,209,,1098,32
406,SKU00406,Amoxicillin 10mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,125.13,1745,Room_Temp,False,True,Amoxicillin,147,B,Active,2025-09-15 05:13:36.506,154,,14,41
407,SKU00407,Ceftriaxone 5mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,54.35,1498,Room_Temp,False,False,Ceftriaxone,104,C,Active,2025-09-15 05:13:36.506,109,,166,47
408,SKU00408,Ceftriaxone 25mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,89.37,916,Room_Temp,False,True,Ceftriaxone,51,B,Active,2025-09-15 05:13:36.506,54,,52,21
409,SKU00409,Azithromycin 100mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,243.22,1334,Room_Temp,False,True,Azithromycin,119,B,Active,2025-09-15 05:13:36.506,125,,17,22
410,SKU00410,Amoxicillin 10mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,70.34,1276,Room_Temp,False,True,Amoxicillin,46,C,Active,2025-09-15 05:13:36.506,48,,78,23
411,SKU00411,Ciprofloxacin 25mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,204.3,494,Room_Temp,False,True,Ciprofloxacin,33,A,Active,2025-09-15 05:13:36.506,35,,67,56
412,SKU00412,Amoxicillin 50mg Capsule (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,36.0,387,Room_Temp,False,True,Amoxicillin,117,C,Active,2025-09-15 05:13:36.506,123,,179,22
413,SKU00413,Amoxicillin 25mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,274.05,736,Room_Temp,False,True,Amoxicillin,41,A,Active,2025-09-15 05:13:36.506,43,,56,33
414,SKU00414,Amoxicillin 5mg Injection (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,402.71,1408,Room_Temp,False,True,Amoxicillin,51,B,Active,2025-09-15 05:13:36.506,54,,22,59
415,SKU00415,Amoxicillin 100mg Syrup (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,86.1,1429,Room_Temp,False,True,Amoxicillin,112,C,Active,2025-09-15 05:13:36.506,118,,28,45
416,SKU00416,Amoxicillin 100mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,82.32,630,Room_Temp,False,True,Amoxicillin,61,C,Phase Out,2025-09-15 05:13:36.506,153,,160,69
417,SKU00417,Ceftriaxone 5mg Capsule (Brand),Pharmacy,Anti-infectives,Anti-infectives,Brand,Formulary,Pack,442.37,890,Room_Temp,False,True,Ceftriaxone,105,B,Active,2025-09-15 05:13:36.506,110,,175,14
418,SKU00418,Ciprofloxacin 25mg Tablet (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,215.95,1454,Room_Temp,False,True,Ciprofloxacin,143,B,Active,2025-09-15 05:13:36.506,153,,171,20
419,SKU00419,Azithromycin 50mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,88.22,1325,Room_Temp,False,True,Azithromycin,124,C,Active,2025-09-15 05:13:36.506,130,,52,41
420,SKU00420,Ciprofloxacin 25mg Injection (Generic),Pharmacy,Anti-infectives,Anti-infectives,Generic,Formulary,Pack,238.32,903,Room_Temp,False,True,Ciprofloxacin,123,B,Active,2025-09-15 05:13:36.506,129,,69,42
421,SKU00421,Tramadol 10mg Capsule (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Formulary,Pack,1431.76,458,Room_Temp,True,True,Tramadol,109,A,Active,2025-09-15 05:13:36.506,138,,276,59
422,SKU00422,Morphine 10mg Tablet (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Formulary,Pack,2234.0,1791,Room_Temp,False,True,Morphine,20,A,Active,2025-09-15 05:13:36.506,141,,311,68
423,SKU00423,Morphine 50mg Tablet (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Formulary,Pack,326.83,784,Room_Temp,True,True,Morphine,62,B,Active,2025-09-15 05:13:36.506,89,,98,73
424,SKU00424,Paracetamol 10mg Tablet (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,62.33,1112,Room_Temp,False,True,Paracetamol,115,B,Active,2025-09-15 05:13:36.506,121,,492,12
425,SKU00425,Morphine 10mg Syrup (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Formulary,Pack,3445.05,617,Room_Temp,False,True,Morphine,111,A,Active,2025-09-15 05:13:36.506,117,,315,16
426,SKU00426,Morphine 50mg Capsule (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,535.08,1393,Room_Temp,False,True,Morphine,51,B,Active,2025-09-15 05:13:36.506,164,,136,36
427,SKU00427,Ibuprofen 5mg Capsule (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Formulary,Pack,761.84,1497,Room_Temp,False,False,Ibuprofen,87,A,Active,2025-09-15 05:13:36.506,91,,141,86
428,SKU00428,Ibuprofen 10mg Syrup (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,248.75,1587,Room_Temp,False,True,Ibuprofen,129,A,Active,2025-09-15 05:13:36.506,135,,361,51
429,SKU00429,Ibuprofen 5mg Injection (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Formulary,Pack,2099.41,1784,Room_Temp,False,True,Ibuprofen,98,A,Active,2025-09-15 05:13:36.506,103,,43,88
430,SKU00430,Ibuprofen 10mg Syrup (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,514.59,488,Room_Temp,False,True,Ibuprofen,140,A,Discontinued,2025-09-15 05:13:36.506,160,,384,9
431,SKU00431,Paracetamol 5mg Syrup (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,412.29,1127,Room_Temp,False,True,Paracetamol,79,A,Active,2025-09-15 05:13:36.506,83,,29,14
432,SKU00432,Paracetamol 10mg Syrup (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Non-Formulary,Pack,38.79,1662,Room_Temp,False,True,Paracetamol,97,C,Active,2025-09-15 05:13:36.506,102,,291,72
433,SKU00433,Morphine 10mg Tablet (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,425.71,1131,Room_Temp,False,True,Morphine,97,A,Active,2025-09-15 05:13:36.506,102,,394,37
434,SKU00434,Ibuprofen 5mg Tablet (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Non-Formulary,Pack,63.97,844,Room_Temp,False,True,Ibuprofen,56,C,Active,2025-09-15 05:13:36.506,68,,115,11
435,SKU00435,Tramadol 50mg Tablet (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Non-Formulary,Pack,69.82,487,Room_Temp,True,True,Tramadol,62,C,Active,2025-09-15 05:13:36.506,64,,212,68
436,SKU00436,Tramadol 50mg Syrup (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Non-Formulary,Pack,185.29,1241,Room_Temp,True,True,Tramadol,101,B,Active,2025-09-15 05:13:36.506,106,,480,32
437,SKU00437,Paracetamol 50mg Injection (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,461.25,1486,Room_Temp,False,True,Paracetamol,83,B,Active,2025-09-15 05:13:36.506,87,,29,49
438,SKU00438,Tramadol 10mg Injection (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,95.73,1516,Room_Temp,False,True,Tramadol,137,B,Active,2025-09-15 05:13:36.506,144,,12,57
1080,SKU01080,Dressings - Large,Consumables,Wound Care,Medical_supplies,Not Applicable,Not Applicable,Package,58.54,1332,Room_Temp,False,True,Not a Drug,207,B,Active,2025-09-15 05:13:36.506,217,,328,88
439,SKU00439,Morphine 100mg Syrup (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Formulary,Pack,1450.49,427,Room_Temp,False,True,Morphine,125,A,Active,2025-09-15 05:13:36.506,131,,327,39
440,SKU00440,Paracetamol 5mg Injection (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,628.22,1766,Room_Temp,True,True,Paracetamol,68,A,Active,2025-09-15 05:13:36.506,71,,38,50
441,SKU00441,Ibuprofen 5mg Injection (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,481.16,1255,Room_Temp,False,True,Ibuprofen,101,B,Discontinued,2025-09-15 05:13:36.506,106,,53,17
442,SKU00442,Morphine 25mg Syrup (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,411.26,1432,Room_Temp,True,True,Morphine,142,A,Active,2025-09-15 05:13:36.506,149,,132,55
443,SKU00443,Tramadol 50mg Injection (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Formulary,Pack,309.19,1321,Room_Temp,False,True,Tramadol,107,A,Active,2025-09-15 05:13:36.506,112,,48,61
444,SKU00444,Paracetamol 100mg Syrup (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,124.71,1693,Room_Temp,False,True,Paracetamol,129,B,Active,2025-09-15 05:13:36.506,135,,56,86
445,SKU00445,Paracetamol 50mg Injection (Brand),Pharmacy,CNS/Pain Management,CNS/Pain Management,Brand,Non-Formulary,Pack,1257.99,1213,Room_Temp,False,True,Paracetamol,30,A,Phase Out,2025-09-15 05:13:36.506,32,,15,74
446,SKU00446,Ibuprofen 10mg Syrup (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,195.24,905,Room_Temp,True,True,Ibuprofen,30,B,Active,2025-09-15 05:13:36.506,69,,99,77
447,SKU00447,Paracetamol 5mg Injection (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,91.04,459,Room_Temp,True,True,Paracetamol,74,C,Active,2025-09-15 05:13:36.506,78,,32,33
448,SKU00448,Tramadol 100mg Syrup (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,460.69,845,Room_Temp,True,True,Tramadol,43,B,Active,2025-09-15 05:13:36.506,51,,513,76
449,SKU00449,Tramadol 100mg Injection (Generic),Pharmacy,CNS/Pain Management,CNS/Pain Management,Generic,Formulary,Pack,254.52,1517,Room_Temp,True,True,Tramadol,135,B,Active,2025-09-15 05:13:36.506,142,,63,78
